id,saleprice
575,278156.20402608014
1249,172669.83238013726
1604,129777.87779441608
1064,469003.4617968344
1923,156340.47823381372
1988,100248.03520288438
2325,173523.00074090232
114,198897.5823454357
2700,187703.584485882
217,139875.7104721911
343,181448.98021603457
386,235503.5165520859
2005,96500.5830757266
2908,127409.9160213993
1814,208103.06562228754
2446,497039.20812866313
208,142829.5086262523
1679,106871.07748612956
822,323410.28852349846
6,182470.97210394673
1781,378001.7120388544
2397,288896.3237204197
2340,318439.1867206345
1618,161282.56987335396
2843,122882.01067254916
1061,380692.3767989134
2786,121805.65183072764
1935,139842.66530408125
1341,123636.56923820524
521,262974.40798359824
2136,144262.0328412794
996,201562.56978877005
227,144375.29955925018
135,163801.46359836095
1167,174578.21496844012
294,240368.42357297277
1776,193146.96440883743
540,170520.76605085615
1717,206625.69557643216
2303,129545.7673904611
116,182886.41362761066
127,139106.909081001
1371,122607.57096751546
1014,170745.1397533653
1507,100014.07516316773
702,126580.12051579439
750,139492.1006264114
261,144739.8735519298
1559,75989.84392665474
577,214650.0520480173
2812,199258.99945447163
2080,131561.61979797462
1368,111281.8250575155
2376,134477.07282158695
659,112771.28447144158
1235,125334.71852246049
332,81669.73454460393
1917,147690.40395995067
2094,243960.88069714204
1460,255044.18432903764
1471,207136.89350984406
1509,117211.3132425579
1922,133476.26640938726
433,520345.197760449
460,288000.23379296786
1116,237068.88245791208
1137,163239.2080810766
53,172465.64262636207
2354,249921.92851290558
1475,192024.0429797958
1761,638658.6063120337
842,140501.5301619863
2739,153764.22983864418
2509,173071.19830766233
1007,198838.6635016253
2610,167014.1837255788
1952,96110.60993684693
2719,178310.35932859796
2921,92657.47114189599
1966,148190.32717057137
292,120640.89753706877
1204,192125.82820048634
1829,260183.4400868836
2419,190846.92379802474
391,163795.66602763836
798,112024.3759739224
481,207531.70531046626
193,190198.33083176392
555,123671.46125306004
899,66146.96437031956
2357,188676.75803266477
328,114654.96569911628
1356,114765.58276417742
1154,108155.5109759667
1730,187015.65595206097
2249,153096.66536773855
1119,265571.27789272397
2856,138144.17919482873
1394,130983.75322493703
2587,117774.05100529986
61,318293.9151880817
2661,173834.48684692156
2711,126397.18217443222
1147,172217.4378362859
757,128528.00176180743
2623,98013.6909489449
2378,145511.15264809673
1413,132531.82803328385
1722,233388.88230052256
1112,212735.1245740003
1623,192879.4639775834
1201,182722.85111034403
1513,118152.82882953997
957,279644.37677022134
1171,269815.02193532937
1145,192348.37738823003
2726,234094.72692645201
703,151896.3789865439
760,85436.72969749144
1964,153931.18808811047
2512,192287.864726541
159,129839.59770025453
1281,169121.41850340943
468,177435.8189153193
290,124332.28655649477
665,103920.20550763755
1463,258067.5196584614
1792,209058.16058214032
923,140818.22027123038
500,264169.9222911404
1408,117278.64393423333
331,79250.14736568695
170,119141.60503314098
2192,100108.32288092344
2571,244519.75259001207
2314,168666.4593697384
2647,100388.99007204441
422,484027.2615610125
2457,334686.76161891595
1838,211203.03176133122
2805,247891.21614682063
1645,157259.72415092326
1711,305882.143785918
2825,218878.26857100215
322,315211.81565723335
2103,250562.7886417308
342,117692.038154347
600,120875.52466228754
488,185117.44967994402
1725,323843.3270107003
2246,280617.4695626731
2847,153595.96321360653
806,228781.4517317207
530,226377.137378056
963,197634.6240722966
2678,88263.38198930984
171,93458.68351340333
2401,442909.58174712845
805,219486.5035998789
2259,196459.87789230916
1748,197380.27832855613
1361,114971.50299754027
1677,108668.30791207169
1406,133615.80921378604
2322,226757.08102728403
688,149809.27583037576
143,134652.0410551651
804,200817.78396972458
1214,156485.94315776034
2828,141865.72463700667
1999,181305.34445685902
2467,195843.56681046824
2665,139432.9945808167
1538,318200.3797825746
398,118648.43646541554
2822,124509.88337333455
2157,151913.85098467083
1856,173552.41989560224
1269,106573.35683738501
2570,118160.4258647388
2320,234256.21587656543
1517,119114.28358883975
2304,133113.18612662674
1312,106893.55990561077
2012,132394.3156318837
506,230968.577148092
2865,195501.15739259246
2367,100788.36111855488
554,106802.66385612912
238,120772.40583781622
1954,113784.8668586891
2488,142730.75289026042
2291,90008.3194098981
1969,112601.00338131972
2725,157999.88240081083
1482,158918.09179404014
2763,193289.40986391073
503,259352.1596628743
1584,255715.8890288759
1531,159248.03435533502
2210,177150.1840291257
459,347376.4841511233
556,124047.88841159384
1347,128131.15810592425
1290,89390.76980302922
1388,102976.27205288653
1571,203646.72643746354
2754,207070.85668029662
765,140257.05243183768
2494,121937.71250237367
2870,223806.6919509386
7,242109.4825780503
1114,239442.63743962237
2418,256082.11801280416
291,117007.05671147973
18,363890.9409060688
39,369542.11989186704
1001,281892.22737412323
2442,219708.35677411646
616,129132.70981294016
2680,69829.69612189144
1414,118773.19272714584
289,145865.68702541484
40,246760.89099362906
860,128049.50673049845
409,125276.45028392671
673,146887.11334137103
2427,175918.8815100681
2036,182373.23448538154
2564,141894.27189340812
642,158034.79035037808
1008,181059.61227910352
1908,131648.18280166015
2519,204942.91143007937
1369,89823.93416394212
2855,154957.3518009527
712,82513.79484049535
1943,103415.5355912263
1958,133614.5251770926
107,166406.94697108679
2295,178612.52682864203
704,91344.29492132233
676,121215.77687392925
259,178803.42043035096
93,290192.4750823064
106,242475.19657582097
2315,179955.08347641115
1050,117564.82360941103
1095,208756.58081908157
2709,135788.29950947763
758,151527.59752267358
1496,146875.76411386678
2370,111658.56929655606
2458,270113.0478500121
2733,119246.49868030884
161,244192.68776401327
726,142580.05373109473
845,208526.66455236648
947,243682.78369213623
2232,104645.63299483102
2563,137273.60159679357
2299,123340.41959243588
211,130569.3050006467
605,166281.62871191473
1478,213153.61166783058
2247,276958.369876533
2274,187867.89206485308
2869,208002.54663396033
967,218252.91925263082
2656,111869.30111775947
667,213679.23491994548
1042,101093.50960956355
2023,142930.44623071246
2447,405154.9230702888
2055,131529.50023914775
2275,288347.1149132037
2204,189703.4075927943
1563,287947.07736878167
483,225484.4218840907
796,136802.2745302003
1526,168647.34226888104
2042,143103.63597727477
442,347701.4441333951
1693,333830.5921931509
1468,221180.17265904878
1430,194477.03569805436
2605,138618.35568634898
1529,190200.47075484556
335,126530.34233833624
1287,119879.78836805666
31,96024.53964027789
1785,287116.4173820711
82,162301.52018506048
2620,111132.97237820295
252,192787.83408608538
721,78277.91258965072
2165,191144.99904110152
2316,187391.96390976003
775,127797.0996111689
1558,89474.21466998145
17,185921.9549662969
1022,214641.98393197652
925,139956.34611576877
438,277981.9396985763
1270,128671.4523001328
1272,131930.97171930966
215,134148.1314038323
266,225521.96891039133
2402,297210.97205941967
1250,121324.07392847002
1984,98581.1701228284
1279,133107.3513960027
377,229145.2735906147
1252,112195.09121578376
2156,257522.7205350024
499,309461.56599499687
1374,128460.23628922725
2898,229535.3643280963
401,110535.82855127763
2721,153598.40773283906
2078,254204.57326780577
2589,133812.9733369243
1946,217954.5243622663
1334,133151.59533256054
2781,218776.33428492708
431,427215.5691335382
576,198849.79657398158
1474,211494.09884269992
2254,141947.1403169775
2155,275581.6407660734
885,108634.0788334788
643,136638.2242283879
1944,134775.72877360205
480,198398.08871767644
2845,107751.19552170079
2387,318534.1143573832
2407,219563.8327001442
2527,165465.3615681818
2514,169602.66843913778
629,128196.541009607
80,191179.479483363
1876,143555.09111372256
1546,109574.96803678102
2518,177584.09679626566
2347,158140.22350628275
783,219235.66332579273
1322,55914.13828892699
194,104502.61943036942
1770,290838.6229096189
2143,155345.15156920202
1229,203018.4999494544
511,263509.03662477614
46,231556.72937534694
1348,177214.87309862598
2465,195005.5297374535
387,229502.59088371508
873,213591.3305364094
1918,114026.50555114225
2764,235433.42850269558
2184,111755.07219825496
934,144684.37434179414
1920,136449.9064038996
2631,147465.7711140612
1768,626087.1811321788
2040,112762.86072650939
1749,211193.52741707524
834,251895.9499446916
1457,231988.99036116744
79,129580.24106645347
2302,120159.53577897255
1817,135468.78907404354
2755,218820.66270964348
359,185515.24791625998
2059,116652.29883892488
2092,224606.57238134425
2516,231640.91882829924
150,105824.66104366089
1656,148261.6981487246
83,109587.25239140021
2411,183885.70372336148
795,82854.19604765154
2312,222061.30773376534
2917,94462.53849974748
1624,177750.9672839061
2215,315798.6584662072
1211,150935.23421513673
1485,156511.424231653
1024,178236.82999725535
570,190170.04311208587
2874,120273.34352270889
700,142906.98183866896
2756,202513.1515456781
2022,160546.92963709644
583,219772.28568656207
2392,404343.8985420456
2424,192491.74837525917
212,101775.7779842822
736,136046.01910546023
1610,165671.99586169544
890,122549.28185107518
467,182445.53613341117
578,205727.00673353914
1747,178572.92763443443
1149,160167.76928055976
2758,228966.66038177907
857,136759.96374271341
2219,266223.68883446464
733,109777.06359116701
2909,107672.50856833241
1798,255991.52920730025
235,117974.53248385507
2366,117811.69082253509
1027,130516.57073354004
1195,137649.40635551763
1303,71544.31712677263
148,169671.9670232079
608,153259.28916494217
2515,188679.85775656902
821,293617.1705810113
2500,276542.96521553706
745,122075.3204888333
741,122611.43582974633
1611,98165.83977399509
2532,133220.28535644276
1081,209321.2640944378
1692,418915.8994960898
2520,181371.31956022084
276,102126.2913245635
1992,120732.61954985413
663,59331.316908224784
418,123204.55691255454
1733,189937.4086352186
2359,146322.7243750618
253,189983.9945528651
1518,153650.36162863008
2035,125992.52299207136
2919,82406.48348811449
1540,266119.7822267422
2120,144429.75786458512
1674,183757.15869274823
256,159811.69070268862
2361,125452.12534417122
978,87543.49030234627
2280,159243.05273051935
2095,202855.82761316618
1709,323901.61732127814
2801,239536.14150240927
1246,118826.44133347309
2373,106462.649315044
1055,276814.88612540707
2017,123273.96046988155
1099,276291.27909385134
1344,101660.50558173892
835,182650.59502410018
1117,214082.7279559011
2043,93236.73450537387
2085,121422.76904887831
410,147130.49193002406
2650,96076.55869585149
2867,167929.9232307947
1668,119639.90030935226
1161,182888.60097059765
2122,178761.60466064623
2539,138089.03387932573
1047,121988.17948895974
1445,131893.58090823964
541,128928.71081777215
569,217574.50612291627
1276,126419.84037113974
918,163625.89729851627
326,170409.48015016882
1936,137279.06854922103
895,88159.00778264254
257,137696.3059695355
1241,158951.88830269678
1545,120699.83031290464
1189,163624.23872313672
270,149836.35532894693
2066,180822.84186208987
693,108472.14026382372
1259,135146.57416630915
2916,155907.49802709057
2321,270086.1878405107
1977,87445.55444152329
1895,151382.62737323047
1240,156937.96359512373
85,144039.53976002045
1823,114990.06748350793
825,288042.9682055064
110,220993.83018948
697,119618.66962406393
2297,108088.99020988915
1231,133673.85898197046
1355,137587.72955253022
968,340731.06986106146
584,211601.8576303703
1315,107623.91682937549
1606,141249.6677702258
206,101999.28002043121
1685,348668.2104459366
2016,132913.4101045673
869,199612.45026063133
2135,123495.76420756974
2346,179462.57503725894
2430,213889.65422408463
2198,118994.23676448238
2652,112824.68469565925
27,118550.36044742113
241,157649.22024756754
906,130829.53678203905
1506,114409.71961310325
2098,352743.33952114906
1435,212015.5667912061
2213,132291.72747391416
1274,134248.7459760999
743,51605.013862994376
1737,188368.5660214513
2797,264801.1382715555
2185,69634.64450295347
58,177212.39982032028
830,200505.84104428274
808,122745.22469897092
680,157779.4982327609
1153,121897.6795711915
1291,135876.75614177735
1818,152446.13504929616
2161,194132.5413274238
1883,123203.55174835278
350,347989.98295447836
2473,142360.95027889928
295,193897.23653935365
293,176530.60699261122
859,132964.14534951292
288,83653.88804233313
1578,161592.47222019857
102,175984.16479655277
2831,140850.77573837302
1030,164275.28299638693
2551,132006.9624784732
1286,147391.2158490261
958,319857.37204350857
776,125514.32509512569
72,214676.16153331348
2263,252122.74361436558
1866,143846.98750039266
2876,77971.6288449855
2146,249899.53109563907
103,189452.00611202055
1500,138060.07773221695
492,180110.9343648074
167,139819.77104727525
2597,114438.09041407953
2685,119182.11438000744
1035,148676.87365534957
1220,79464.06287909312
2602,136513.57788088045
2159,216647.01980076474
695,150516.1734259607
1109,265369.162357223
640,164302.9147337925
1652,160897.85860334695
2090,173225.54874096983
1188,178850.12622894903
2345,229606.27641854
1059,409706.1993250946
2751,223326.21089774847
128,185616.91417088432
1523,180842.13412631504
2925,160744.9683149255
2145,275570.8839814729
1121,213377.09809849103
566,257732.03965120774
565,237968.95975003732
1331,134761.68473007085
2928,120986.95747044277
156,140133.346672339
797,138616.3222710225
327,93726.55285317988
2859,157457.52822954088
1453,115714.67142592481
1762,355567.49054583453
1868,192414.3889953405
1760,180138.62699141857
1113,242061.2655941296
1812,177026.27610487636
117,151429.99102112997
1142,202458.1999742247
2342,396524.8029412876
927,161413.66798552382
2478,178631.17112492255
655,87482.96080677009
2064,127943.64298100396
369,259198.74883556113
2239,122342.81404514216
2732,222530.3236664575
1653,161920.60462368012
959,215504.5545011727
2395,361301.14627271425
1412,103411.6861448432
271,254218.49036726457
1484,158918.09179404014
1497,135941.7807469892
552,154689.76418144343
2,120901.63730320556
1855,268599.91799127817
4,289832.5628302083
2292,166925.86863220274
134,136239.98296012494
646,109466.42861860651
42,314103.63490624755
532,213334.3877360128
713,111560.28587274233
2561,131898.96084946184
2360,136019.11425591135
1333,126324.60542020964
1407,219174.56011388017
2892,277050.5898972251
574,227122.98699874608
1227,161766.67480542194
2591,220314.4958326977
1476,209016.99075307103
1125,257839.11791583293
1446,134209.79133540616
408,105829.77426193665
1101,301502.0947851855
2251,181235.5302387233
373,183019.58855265658
2554,128984.99312432327
2382,259473.76755954817
1985,86733.41179125672
519,222885.54815696197
1093,197488.7233430165
864,245539.99414740354
2889,143552.73434771027
2308,163314.01276971822
986,147098.58420109813
1302,123573.69675348634
585,151876.32685739227
2708,145908.97768349826
147,127282.7000051567
1441,219865.0220702266
383,176589.303089027
285,138523.14062728224
181,111172.65999048954
358,166870.65941647845
780,169975.89251531375
258,201602.68167657388
1865,201308.37276176465
692,123888.24934595892
2902,320824.9898248922
508,239978.81598362522
2638,124023.95906354317
36,144792.46411053377
611,161492.43948432055
2281,124268.41773853294
1678,119877.498332377
1696,451583.6142531097
1557,97174.75741011418
2180,151281.7788138441
1726,238258.37216862617
951,146193.30282824486
267,228738.24542593193
2706,132493.95591619133
2221,247835.9099530856
1357,138761.5335996482
2901,315505.3931977092
347,179487.3701716932
2164,193976.64929661396
1586,317088.2476591008
360,166963.78231285434
1769,246686.44581083668
2617,144650.20072486007
1879,165357.19032070754
991,209157.6681298728
1535,131153.14712840566
1191,148920.90061067665
1579,205756.99301000463
1882,138474.7590937575
1510,121709.11708755606
2196,155767.03385594467
1845,174464.2019903896
2336,409506.51101989584
942,95730.74934101429
861,131683.07227681018
2555,114158.2039661081
1392,141382.94009348803
2099,252898.71788216478
1543,120480.03185791652
948,241639.5971903674
1239,168136.39477835989
22,195722.89421143476
2796,222727.13040097957
2747,172601.74499453552
92,299867.50370027544
210,187052.61246103424
1858,205992.92091593498
2228,147514.95931933328
447,221767.31320367777
827,243874.6347882261
1649,215454.14500575743
682,130570.36592457353
2698,105447.82482739082
494,175441.02501219494
214,101059.1601096043
2441,230692.4447569325
2679,115958.3807245282
1336,128045.32653696096
465,195337.16062690516
1524,154055.4800774046
2543,125739.75447997861
631,128819.92112168716
2452,316166.3614792055
228,157513.7393715665
126,196094.3708654239
1092,231351.3992312512
1122,207398.1358440524
932,202470.40396149145
1980,95769.1713739476
2171,113026.32284605491
551,153529.63856121217
2768,191839.64742863216
2056,118271.53381575046
1159,363097.39957985113
2645,113459.59127922702
1174,186026.54811049267
2266,212366.8791072816
2462,424066.30176143505
1219,143944.41377787583
2922,178885.71221873313
118,143493.27627065656
474,178858.02354781175
2576,146707.26564729234
872,270564.2019063671
1077,234228.88885147896
1536,157071.53497210483
1150,130791.14268612246
2341,302051.54795821436
1931,150018.36013133425
2785,133433.86658078097
2538,131430.4429860368
597,196577.19026054072
464,195629.15389504324
233,217284.7946172639
2169,122237.27986518163
2123,178401.64956070873
1867,160982.70143552002
137,239636.98471457695
515,233208.14208264442
933,118744.59780530591
2784,159078.94207314675
972,178121.3840160006
599,171985.57068035638
2614,131121.29232386054
2582,148917.56852394025
1409,149386.56228155634
175,97733.7890576595
352,234079.8004593886
976,96078.13330506011
2134,198422.16494539182
984,115560.6176392374
2396,396007.1363505141
1673,153577.80880313725
404,106761.99580481595
607,167477.69395393843
814,171390.74439121684
868,193364.92130634698
2271,205102.77019571868
1633,248739.9502471689
337,210165.15178927168
2765,171153.46336754295
1746,224168.65495264
368,324028.36076176947
2806,208401.44150021227
1662,188088.9075458722
1234,201511.46865146884
1373,127392.13890606974
1672,112166.13262326393
1939,137563.00183669126
