id,saleprice
2512,190653.93937290754
159,130386.25973173435
1281,167741.5012033049
468,181676.5089993772
290,124151.89904978285
665,104071.20609474089
1463,247852.95724376768
1792,208870.90347211366
923,142892.58248359972
500,287710.1650422318
1408,153463.64186804733
331,71468.93993449841
170,126431.41581429786
2192,90867.28098884373
2571,236712.7961385431
2314,165202.47933178442
2647,90186.3520769063
422,435728.40621412825
2457,341016.6629823722
1838,235436.2314788024
2805,241755.06147009166
1645,157921.33184275616
1711,306795.2787358732
2825,247072.3202822008
322,331015.2237148331
2103,247706.3826130305
342,117874.0369626546
600,123444.29122996506
488,188880.58884126088
1725,359975.92818916205
2246,261704.80394023645
2847,156500.067247236
806,223527.8748601409
530,227936.6266794892
963,202317.3663858518
2678,89411.59151604101
171,81447.03016795042
2401,422694.41140143585
805,218398.7517612384
2259,198470.89768166107
1748,191647.73803083933
1361,120432.90794237451
1677,111548.146850035
1406,140772.24641104706
2322,239831.14872225578
688,148553.61528388533
143,135191.14991237636
804,199524.85068371834
1214,155751.22182859905
2828,143172.4643191533
1999,193520.75684749632
2467,200984.58455784008
2665,157181.63919282405
1538,275242.82811808866
398,117455.18939609734
2822,122421.19552048417
2157,157141.78119435004
1856,191077.88491045972
1269,99877.24025455942
2570,109481.33971555029
2320,225867.0608035569
1517,125774.56469159207
2304,128008.56350269084
1312,99300.86942416617
2012,138351.14202606835
506,256251.194788529
2865,202546.2601285736
2367,98426.03092696893
554,109800.28032012319
238,126026.21553587253
1954,101866.25467726556
2488,153176.12670532236
2291,82755.3430329541
1969,116678.6646854523
2725,165168.2989022267
1482,162844.25124616866
2763,193007.76661517267
503,284164.14378493774
1584,262359.3254488944
1531,168046.3367091108
2210,179673.3620664793
459,376202.70097266417
556,118960.35903550813
1347,143645.79802066242
1290,78399.19613764755
1388,103800.85035801784
1571,218967.24253226136
2754,213459.19037081057
765,139988.67918162304
2494,118169.6478905128
2870,230480.19411696
7,264849.65558064927
1114,256205.52492604897
2418,249050.05190636884
291,129463.43424554568
18,378047.57501116453
39,388983.5377256194
1001,307642.46284563735
2442,219962.07266707832
616,134235.31037032473
2680,66015.0329221628
1414,120801.429306408
289,159741.99318770933
40,255422.30972813262
860,124619.64366880963
409,117224.61495438803
673,148702.99737989478
2427,177385.3498919737
2036,201263.91209893953
2564,139944.86861200648
642,173103.1399537261
1008,178517.83527424576
1908,144927.40931149072
2519,205524.81378652848
1369,98308.16367429578
2855,156073.86208265554
712,61480.75938637764
1943,121721.08516813541
1958,133710.35738303536
107,163297.24501362973
2295,183500.2128154074
704,96378.1456315336
676,119117.17317079961
259,180493.1425118314
93,295746.8918342161
106,234254.04449159926
2315,177659.47880986065
1050,103297.665512832
1095,204385.19994295572
2709,138449.1164456384
758,162949.0702800278
1496,145274.73076034477
2370,116244.31985682323
2458,275049.3731476431
2733,120732.69596571467
161,236272.33542462726
726,145532.84321781597
845,214668.9174270777
947,233272.2770727424
2232,125625.10403342819
2563,156293.58017589228
2299,125796.91828499404
211,153325.37435667083
605,181558.92269859838
1478,222817.87789316627
2247,255361.03614982154
2274,206730.8674968277
2869,209260.52104574218
967,217065.67875341023
2656,112540.54823349345
667,211214.0244951731
1042,100037.4724687474
2023,154664.6908830342
2447,389830.0416321153
2055,130165.63189750338
2275,293094.9772393134
2204,190343.69516093304
1563,278474.55046009034
483,240452.15587392767
796,138072.75914203614
1526,170046.1876099465
2042,160997.03118359565
442,373906.0986415089
1693,343690.3945903926
1468,222902.97635219267
1430,200087.5277330656
2605,165874.8371066048
1529,186802.88033947547
335,122978.5091916038
1287,116817.59008169154
31,93971.1478900863
1785,335537.7389015581
82,163300.93812260262
2620,107747.76745250681
252,190907.70642530962
721,54732.17220407796
2165,205354.89079473188
2316,186673.66271033953
775,126350.31454115597
1558,103888.72684716493
17,177169.64833619594
1022,220561.56521183442
925,144634.32692332426
438,291889.99575040035
1270,122617.55921870154
1272,133305.08630302438
215,143340.31975576343
266,223428.4634726737
2402,300920.02312866924
1250,120421.83650178472
1984,88051.51444181074
1279,133200.27852980455
377,220406.16065862088
1252,138428.441684689
2156,245903.5735660215
499,314320.26234110806
1374,133766.11844270234
2898,227155.4974174085
401,100971.43092395563
2721,150227.73870023177
2078,247508.01884849713
2589,132094.3426161707
1946,220790.85711970154
1334,127777.37712065324
2781,222121.66160072398
431,411147.7879473999
576,199506.47158649744
1474,207515.70298854183
2254,133672.29826269983
2155,259257.004417334
885,118907.30642077755
643,134325.9388038135
1944,131008.52440785465
480,198393.764381103
2845,100239.75110865876
2387,318380.33075289975
2407,236553.65536257759
2527,165830.734997244
2514,168533.98324690294
629,162473.73922715324
80,186589.88847498762
1876,144321.48026185937
1546,119029.74161544544
2518,187503.50267559342
2347,155527.67945657347
783,245035.7388401048
1322,30576.07969669567
194,98880.73403184224
1770,307020.8067426058
2143,179803.156833095
1229,204565.2248033802
511,252002.31612121515
46,245695.53348279334
1348,187595.98179129473
2465,200096.59307113304
387,223776.23951230187
873,217928.2659950907
1918,119349.46487066042
2764,225160.75923706088
2184,115069.41829477812
934,146697.10415831328
1920,131696.9440641479
2631,147447.9049021428
1768,502186.02095125394
2040,124012.28792504912
1749,209567.2696482168
834,246905.45280782745
1457,230589.4365283449
79,120824.62391728145
2302,106285.28923494599
1817,129356.5068511022
2755,225217.40959260747
359,181854.11338538156
2059,104954.37121106914
2092,218774.30519243973
2516,226855.72915565313
150,108129.64382808862
1656,148004.90601784064
83,110371.0270928857
2411,195095.22163238408
795,72647.08027100502
2312,214896.53521308216
2917,115528.33288755044
1624,173689.3127289226
2215,280079.0879471933
1211,149146.554811172
1485,172042.67975535349
1024,181485.31084448908
570,200257.00176803087
2874,131669.89058602578
700,150886.4259069637
2756,211833.9485215457
2022,174127.44453945936
583,216437.1894665166
2392,398326.3098998396
2424,191875.5618425481
212,119985.00492247987
736,143023.62932058753
1610,163523.92875582146
890,116286.40275748058
467,183775.22193981477
578,216633.86479597152
1747,177828.380992392
1149,160989.39413803708
2758,237916.25498110126
857,139980.4880655912
2219,242280.23075171572
733,120073.6435648723
2909,108545.6210935692
1798,244495.47835213394
235,132658.08013003535
2366,126360.31465716226
1027,132611.5869062717
1195,134173.53765176868
1303,41386.31356764544
148,182573.87864849853
608,161246.18629762257
2515,192956.75945126585
821,301747.1284893792
2500,286639.0068534877
745,117641.28577335388
741,132155.50024439604
1611,95050.05899125453
2532,133954.65119128663
1081,208865.5320492243
1692,412358.8422639362
2520,179413.5059651377
276,107047.2429489659
1992,123313.00483778148
663,24630.726971438417
418,114182.81167301466
1733,198954.20741138648
2359,145063.03938395114
253,190237.38071250543
1518,156369.99464399903
2035,144630.07722993864
2919,78902.48882105095
1540,250935.28463438642
2120,149415.360221612
1674,185850.25206098307
256,160619.115793714
2361,116597.86890105162
978,79699.385324235
2280,175894.16214397826
2095,204805.49122605557
1709,319003.0263209563
2801,232311.52740581342
1246,112870.14538440897
2373,109799.89818461885
1055,297005.5340742507
2017,128902.36146290475
1099,284573.47336651315
1344,89147.16081673611
835,188601.88667407137
1117,235396.2665479401
2043,89127.08605886939
2085,118664.11192866568
410,146611.51410706755
2650,83403.76297579237
2867,173262.29704652075
1668,109414.79880050772
1161,181672.19274370116
2122,184048.52516508292
2539,138477.90871446283
1047,114817.15340758716
1445,134613.20562845876
541,135362.5919762791
569,233645.38999056874
1276,122393.33387175915
918,161102.21257767588
326,175655.00121662844
1936,135505.81922406948
895,80635.07772351267
257,141696.35875625742
1241,168337.29873861236
1545,128044.22017323191
1189,170023.2710034679
270,151478.83101278858
2066,192996.3452336075
693,105910.16331786079
1259,155894.75675876712
2916,152412.51459425665
2321,264615.2993094935
1977,106055.15025967002
1895,152395.2370221749
1240,158734.72530813992
85,141447.37052774942
1823,127211.49492853423
825,285422.915834585
110,222931.65653076582
697,119551.72215904592
2297,102251.13816708064
1231,138049.36005887453
1355,137878.69120871337
968,356262.23743906955
584,216442.527546224
1315,119214.0852795846
1606,136685.7135043585
206,109748.64424062043
1685,379380.80269085726
2016,138659.8309586998
869,202445.06912883217
2135,118626.29724139615
2346,182106.16072455476
2430,217270.8016118112
2198,113895.94551803394
2652,114758.35030313567
27,114041.22297490996
241,155757.9914628602
906,131362.97386566215
1506,132782.7639800265
2098,326014.1284536993
1435,213165.46048736887
2213,141053.72425298864
1274,138153.48999137012
743,17214.8855096646
1737,195042.46580170907
2797,254051.87840228548
2185,74014.01806673515
58,172613.83134927554
830,200161.34065165263
808,130455.19879967786
680,160944.30160400053
1153,116350.8399951656
1291,141492.49136662445
1818,172958.54164038645
2161,196662.80022103598
1883,118751.19361182698
350,354920.7405984994
2473,154637.65415248205
295,196715.52310831306
293,177701.7584294627
859,134359.43065899314
288,57377.674797970714
1578,162387.98326406456
102,180384.97154957877
2831,132910.5574176808
1030,171990.7558264417
2551,135098.29952091366
1286,155744.90413567872
958,319992.6365791068
776,121025.64130040757
72,240436.706641029
2263,250468.2714875122
1866,141079.56936006784
2876,69544.78118684195
2146,242143.82364636246
103,188536.2249783678
1500,129630.31831198055
492,182997.40902204046
167,143638.06225963501
2597,106953.86177277693
2685,121448.78905026615
1035,144315.95343523985
1220,70279.94573340386
2602,145331.26252761547
2159,217149.74802636146
695,161306.87723886123
1109,289284.87779118423
640,176814.66856625243
1652,160853.4244880147
2090,179323.87504756538
1188,184794.37717971852
2345,221774.54216422944
1059,380012.40810641664
2751,228385.72844989528
128,193578.57119659203
1523,180397.79237139074
2925,167046.02424962568
2145,262633.61244384677
1121,215148.129962875
566,254224.3430414316
565,264589.7059681112
1331,148431.36772150485
2928,113472.44626905903
156,140468.42529811914
797,137057.1789358753
327,87608.65057739905
2859,159298.50978570216
1453,108937.12325315356
1762,344072.84162192186
1868,192377.87604906346
1760,179012.20828160437
1113,235697.0562508827
1812,181523.99102692082
117,149569.14769681872
1142,201010.9083980215
2342,414995.07312680007
927,170838.22385560453
2478,180880.33955571125
655,71075.88092343768
2064,124733.32678359307
369,298815.7517568937
2239,138824.62450914434
2732,218253.2633018907
1653,161552.70326518966
959,232681.29774977063
2395,356341.6637451466
1412,95900.75557304114
271,246274.95030716032
1484,162844.25124616866
1497,140185.87926588737
552,178084.21269042496
2,120950.84296119725
1855,270218.32800006197
4,297682.6145656343
2292,164180.08328517128
134,138605.56334626075
646,116463.60900374487
42,329419.33462212066
532,215423.05641074944
713,119269.68159592517
2561,126246.66417593096
2360,138031.6465035532
1333,123573.39468583613
1407,223248.23030776653
2892,261031.24009149056
574,219295.37148566067
1227,171689.3182316291
2591,225307.48743040054
1476,210002.7067953274
1125,260127.7835294734
1446,134781.7896183291
408,115887.52467472118
1101,302468.23767255846
2251,190775.23819067344
373,187092.13767136424
2554,133765.0649734123
2382,266191.1658906508
1985,82552.03723385332
519,220347.27259687483
1093,198217.41691951232
864,236383.26909192617
2889,138581.72766888642
2308,182129.394059805
986,147581.12121569086
1302,134737.9940450825
585,153718.06930299557
2708,137330.9883304022
147,122634.66841104529
1441,220911.15414526343
383,181894.65423046765
285,136138.77567584827
181,110030.6806360948
358,198294.28857717157
780,183342.31001775933
258,198686.73303857126
1865,209985.56433623252
692,119457.891613581
2902,312723.46216198837
508,234742.65335703894
2638,131120.6680680644
36,146706.44953853282
611,162988.61582798633
2281,123610.03180805568
1678,145458.3815697858
1696,434316.96610722877
1557,93745.51369093427
2180,153239.23741745204
1726,247256.83604286486
951,142212.03746795823
267,230336.21435341382
2706,137195.90832496312
2221,241620.51095560542
1357,160884.9123999279
2901,310023.8073729186
347,171052.24381641138
2164,194778.8896262933
1586,286825.82106060634
360,165846.14228524853
1769,267374.46276152076
2617,157983.5319672358
1879,169896.63798509355
991,219762.1705663293
1535,133118.05230431544
1191,167248.41739600868
1579,213253.12549092592
1882,127107.76984419284
1510,123646.74059056077
2196,171126.51209000504
1845,181155.5928883906
2336,397742.6270074658
942,95165.52069394718
861,128163.62358018779
2555,113507.5090741727
1392,154125.28730770064
2099,252974.21551472804
1543,114068.34393788484
948,253104.139156674
1239,166289.91570513663
22,193025.27887556137
2796,228542.5482678135
2747,184553.1434577234
92,298883.8769973771
210,197813.02267000862
1858,203208.3360716675
2228,143393.87652196738
447,237940.1647297934
827,237766.40238132057
1649,208640.2050427242
682,127057.34701025044
2698,112183.32259282275
494,172331.1944452301
214,104373.38608766862
2441,229155.19178601686
2679,106814.2639298367
1336,130601.62221178287
465,192477.29774113704
1524,159541.85181978912
2543,126633.44847827838
631,130670.87006753779
2452,317376.1776329692
228,159364.55892446183
126,200318.16225927087
1092,245495.15916810476
1122,233713.5922495231
932,210327.26378825575
1980,94750.93968589955
2171,107872.9616773038
551,153334.97537054925
2768,193867.15022689468
2056,113829.53006914836
1159,340944.1141314083
2645,134038.79130342847
1174,190096.74865863047
2266,208635.76899816561
2462,372481.3909884164
1219,140963.6755083053
2922,182198.49341814753
118,147673.73959172162
474,177768.28994304768
2576,147544.79769093025
872,272167.4296934592
1077,235236.43623036979
1536,162205.28592700424
1150,133809.96938434252
2341,315480.1393677006
1931,167308.59662539314
2785,134604.59737275983
2538,123256.05684737492
597,196053.9636826615
464,208261.42584283277
233,221606.68958602083
2169,119977.47509603154
2123,176530.2352760347
1867,164523.9996572396
137,225465.2564092068
515,231204.30656742258
933,113087.21260718597
2784,163133.69592976605
972,195802.68844867108
599,183492.8973140996
2614,128079.7734563397
2582,151405.26873790697
1409,162816.49368855686
175,110758.20119277535
352,258124.49089119938
976,92257.35578398689
2134,195665.9559452737
984,108849.81006160591
2396,373328.41201266326
1673,141117.90751152052
404,108406.73962265598
607,173797.0790040177
814,181144.02843802035
868,194953.2634425899
2271,231835.63836537272
1633,269842.2909427482
337,210376.77961101392
2765,185558.33338676588
1746,223923.2347659903
368,348101.42936622654
2806,207099.50829060504
1662,192285.86823122017
1234,203704.7118090401
1373,127872.37230152603
1672,101564.3138366119
1939,141121.60570777935
